iata,ville,pays,nom,ville_fr,pays_fr,mots,liaisons
SXO,Sao Felix do Araguaia,Brazil,São Félix do Araguaia,,Brésil,,2
SFL,"Sao Filipe, Fogo Island",Cape Verde,São Filipe,,,,2
SJL,Sao Gabriel,Brazil,São Gabriel da Cachoeira,,Brésil,,2
OLC,Sao Paulo de Olivenca,Brazil,Senadora Eunice Micheles,,Brésil,,2
SLK,Saranac Lake,United States,Adirondack Regional,,États-Unis,USA US Etats Unis,2
YZR,Sarnia,Canada,Chris Hadfield,,,,2
CIU,Sault Ste Marie,United States,Chippewa County,,États-Unis,USA US Etats Unis,2
SXK,Saumlaki,Indonesia,Saumlaki/Olilit,,Indonésie,,2
BFF,Scottsbluff,United States,Western Neb. Rgnl/William B. Heilig,,États-Unis,USA US Etats Unis,2
EKS,Shakhtyorsk,Russia,Shakhtyorsk,,Russie,,2
SHR,Sheridan,United States,Sheridan County,,États-Unis,USA US Etats Unis,2
SHL,Shillong,India,Shillong,,Inde,,2
SYO,Shonai,Japan,Shonai,,Japon,,2
IAO,Siargao,Philippines,Siargao,,Philippines,,2
SDY,Sidney,United States,Sidney - Richland Regional,,États-Unis,USA US Etats Unis,2
KOS,Sihanoukville,Cambodia,Sihanoukville,,,,2
NOP,Sinop,Turkey,Sinop,,Turquie,,2
SXI,Siri Island,Iran,Sirri Island,,,,2
KDU,Skardu,Pakistan,Skardu,,,,2
SKE,Skien,Norway,Skien,,Norvège,,2
SGD,Soenderborg,Denmark,Sønderborg,,Danemark,,2
YNY,Sokcho / Gangneung,South Korea,Yangyang,,Corée du Sud,,2
SKO,Sokoto,Nigeria,Sadiq Abubakar III,,,,2
CSH,Solovetsky Islands,Russia,Solovki,,Russie,,2
WSN,South Naknek,United States,South Naknek Nr 2,,États-Unis,USA US Etats Unis,2
UST,St. Augustine Airport,United States,Northeast Florida Regional,,États-Unis,USA US Etats Unis,2
YJT,Stephenville,Canada,Stephenville,,,,2
SCK,Stockton,United States,Stockton Metropolitan,,États-Unis,USA US Etats Unis,2
THS,Sukhothai,Thailand,Sukhothai,,Thaïlande,,2
SUR,Summer Beaver,Canada,Summer Beaver,,,,2
NYI,Sunyani,Ghana,Sunyani,,,,2
TBT,Tabatinga,Brazil,Tabatinga,,Brésil,,2
TGK,Taganrog,Russia,Taganrog Yuzhny,,Russie,,2
TNN,Tainan,Taiwan,Tainan,,,,2
MAQ,Tak,Thailand,Mae Sot,,Thaïlande,,2
TKP,Takapoto,French Polynesia,Takapoto,,,,2
TBW,Tambow,Russia,Donskoye,,Russie,,2
TMW,Tamworth,Australia,Tamworth,,Australie,,2
TTA,Tan Tan,Morocco,Tan Tan,,Maroc,,2
TQL,Tarko-Sale,Russia,Tarko-Sale,,Russie,,2
TLJ,Tatalina,United States,Tatalina LRRS,,États-Unis,USA US Etats Unis,2
TEE,Tebessa,Algeria,Cheikh Larbi Tébessi,,Algérie,,2
TNW,Tena,Ecuador,Jumandy,,,,2
TEB,Teterboro,United States,Teterboro,,États-Unis,USA US Etats Unis,2
TTU,Tetouan,Morocco,Saniat R'mel,,Maroc,,2
XTG,Thargomindah,Australia,Thargomindah,,Australie,,2
TVF,Thief River Falls,United States,Thief River Falls Regional,,États-Unis,USA US Etats Unis,2
TIU,Timaru,New Zealand,Timaru,,Nouvelle-Zélande,,2
TNC,Tin City,United States,Tin City Long Range Radar Station,,États-Unis,USA US Etats Unis,2
TGI,Tingo Maria,Peru,Tingo Maria,,Pérou,,2
TRE,Tiree,United Kingdom,Tiree,,Royaume-Uni,Angleterre GB Grande-Bretagne,2
TOG,Togiak Village,United States,Togiak,,États-Unis,USA US Etats Unis,2
TKJ,Tok,United States,Tok Junction,,États-Unis,USA US Etats Unis,2
TGH,Tongoa Island,Vanuatu,Tongoa,,,,2
FOE,Topeka,United States,Topeka Regional - Forbes Field,,États-Unis,USA US Etats Unis,2
KCO,Topel,Turkey,Cengiz Topel,,Turquie,,2
GMR,Totegegie,French Polynesia,Totegegie,,,,2
TTJ,Tottori,Japan,Tottori,,Japon,,2
TGR,Touggourt,Algeria,Touggourt Sidi Madhi,,Algérie,,2
TOU,Touho,New Caledonia,Touho,,,,2
YZZ,Trail,Canada,Trail,,,,2
TDX,Trat,Thailand,Trat,,Thaïlande,,2
TRR,Trinciomalee,Sri Lanka,China Bay,,,,2
THN,Trollhattan,Sweden,Trollhättan-Vänersborg,,Suède,,2
TRU,Trujillo,Peru,Capitan FAP Carlos Martinez De Pinillos,,Pérou,,2
TUR,Tucurui,Brazil,Tucuruí,,Brésil,,2
YUB,Tuktoyaktuk,Canada,Tuktoyaktuk,,,,2
TCO,Tumaco,Colombia,La Florida,,Colombie,,2
TBP,Tumbes,Peru,Capitan FAP Pedro Canga Rodriguez,,Pérou,,2
TMI,Tumling Tar,Nepal,Tumling Tar,,,,2
TUI,Turaif,Saudi Arabia,Turaif Domestic,,Arabie saoudite,,2
THX,Turukhansk,Russia,Turukhansk,,Russie,,2
TWF,Twin Falls,United States,Joslin Field Magic Valley Regional,,États-Unis,USA US Etats Unis,2
ULO,Ulaangom,Mongolia,Ulaangom,,,,2
ULZ,Uliastai,Mongolia,Donoi,,,,2
UTT,Umtata,South Africa,K. D. Matanzima,,Afrique du Sud,,2
URG,Uruguaiana,Brazil,Rubem Berta,,Brésil,,2
UTS,Ust-Tsylma,Russia,Ust-Tsylma,,Russie,,2
QUO,Uyo,Nigeria,Akwa Ibom,,,,2
UYU,Uyuni,Bolivia,Uyuni,,,,2
UDJ,Uzhgorod,Ukraine,Uzhhorod,,Ukraine,,2
EGE,Vail,United States,Eagle County Regional,,États-Unis,USA US Etats Unis,2
VLS,Valesdir,Vanuatu,Valesdir,,,,2
CXH,Vancouver,Canada,Vancouver Harbour Water Aerodrome,,,,2
VBV,Vanua Balavu,Fiji,Vanua Balavu,,,,2
VUS,Veliky Ustyug,Russia,Velikiy Ustyug,,Russie,,2
VEL,Vernal,United States,Vernal Regional,,États-Unis,USA US Etats Unis,2
VCT,Victoria,United States,Victoria Regional,,États-Unis,USA US Etats Unis,2
VDM,Viedma,Argentina,Gobernador Castello,,Argentine,,2
BVH,Vilhena,Brazil,Brigadeiro Camarão,,Brésil,,2
VGZ,Villa Garzon,Colombia,Villa Garzón,,Colombie,,2
VIN,Vinnitsa,Ukraine,Vinnytsia/Gavyryshivka,,Ukraine,,2
VRC,Virac,Philippines,Virac,,Philippines,,2
VIS,Visalia,United States,Visalia Municipal,,États-Unis,USA US Etats Unis,2
WGP,Waingapu,Indonesia,Umbu Mehang Kunda,,Indonésie,,2
NTQ,Wajima,Japan,Noto,,Japon,,2
WLH,Walaha,Vanuatu,Walaha,,,,2
ALW,Walla Walla,United States,Walla Walla Regional,,États-Unis,USA US Etats Unis,2
WMX,Wamena,Indonesia,Wamena,,Indonésie,,2
WAG,Wanganui,New Zealand,Wanganui,,Nouvelle-Zélande,,2
WBM,Wapenamanda,Papua New Guinea,Wapenamanda,,,,2
EJH,Wejh,Saudi Arabia,Al Wajh Domestic,,Arabie saoudite,,2
YFJ,Wekweeti,Canada,Wekweètì,,,,2
EAT,Wenatchee,United States,Pangborn Memorial,,États-Unis,USA US Etats Unis,2
WSZ,Westport,New Zealand,Westport,,Nouvelle-Zélande,,2
WHK,Whakatane,New Zealand,Whakatane,,Nouvelle-Zélande,,2
YLE,Whatì,Canada,Whatì,,,,2
WYA,Whyalla,Australia,Whyalla,,Australie,,2
OLF,Wolf Point,United States,L M Clayton,,États-Unis,USA US Etats Unis,2
WJU,Wonju,South Korea,Wonju/Hoengseong Air Base (K-38/K-46),,Corée du Sud,,2
YKM,Yakima,United States,Yakima Air Terminal McAllister Field,,États-Unis,USA US Etats Unis,2
IAR,Yaroslavl,Russia,Tunoshna,,Russie,,2
YES,Yasuj,Iran,Yasouj,,,,2
YOL,Yola,Nigeria,Yola,,,,2
DEE,Yuzhno-Kurilsk,Russia,Mendeleyevo,,Russie,,2
ACZ,Zabol,Iran,Zabol,,,,2
TEQ,Çorlu,Turkey,Tekirdağ Çorlu,,Turquie,,2
ILP,Île des Pins,New Caledonia,Île des Pins,,,,2
IUE,Alofi,Niue,Niue,,,,1
BVS,Breves,Brazil,Breves,,Brésil,,1
DLZ,Dalanzadgad,Mongolia,Dalanzadgad,,,,1
FMI,Kalemie,Congo (Kinshasa),Kalemie,,,,1
KYK,Karluk,United States,Karluk,,États-Unis,USA US Etats Unis,1
KZI,Kozani,Greece,Filippos,,Grèce,,1
LJA,Lodja,Congo (Kinshasa),Lodja,,,,1
MSW,Massawa,Eritrea,Massawa,,,,1
VDA,Ovda,Israel,Ovda,,Israël,,1
PTJ,Portland,Australia,Portland,,Australie,,1
STZ,Santa Terezinha,Brazil,Santa Terezinha,,Brésil,,1
CMP,Santana do Araguaia,Brazil,Santana do Araguaia,,Brésil,,1
SXX,Sao Felix do Xingu,Brazil,São Félix do Xingu,,Brésil,,1
TUA,Tulcan,Ecuador,Teniente Coronel Luis a Mantilla,,,,1
UII,Utila,Honduras,Utila,,,,1
KMX,,Saudi Arabia,King Khaled Air Base,,Arabie saoudite,,0
BPH,,Philippines,Bislig,,Philippines,,0
MXI,,Philippines,Mati National,,Philippines,,0
BGN,,Russia,Belaya Gora,,Russie,,0
VLK,,Russia,Volgodonsk,,Russie,,0
RTC,,India,Ratnagiri,,Inde,,0
ARY,,Australia,Ararat,,Australie,,0
BLN,,Australia,Benalla,,Australie,,0
BZD,,Australia,Balranald,,Australie,,0
BWQ,,Australia,Brewarrina,,Australie,,0
CVC,,Australia,Cleve,,Australie,,0
CWW,,Australia,Corowa,,Australie,,0
CYG,,Australia,Corryong,,Australie,,0
CMD,,Australia,Cootamundra,,Australie,,0
DRN,,Australia,Dirranbandi,,Australie,,0
DYA,,Australia,Dysart,,Australie,,0
ECH,,Australia,Echuca,,Australie,,0
GUH,,Australia,Gunnedah,,Australie,,0
HXX,,Australia,Hay,,Australie,,0
HTU,,Australia,Hopetoun,,Australie,,0
KRA,,Australia,Kerang,,Australie,,0
KPS,,Australia,Kempsey,,Australie,,0
KGY,,Australia,Kingaroy,,Australie,,0
MRG,,Australia,Mareeba,,Australie,,0
RPM,,Australia,Ngukurr,,Australie,,0
QRM,,Australia,Narromine,,Australie,,0
PPI,,Australia,Port Pirie,,Australie,,0
SIO,,Australia,Smithton,,Australie,,0
SNB,,Australia,Snake Bay,,Australie,,0
SWC,,Australia,Stawell,,Australie,,0
TYB,,Australia,Tibooburra,,Australie,,0
TUM,,Australia,Tumut,,Australie,,0
WGT,,Australia,Wangaratta,,Australie,,0
WKB,,Australia,Warracknabeal,,Australie,,0
QRR,,Australia,Warren,,Australie,,0
NGA,,Australia,Young,,Australie,,0
UUN,,Mongolia,Baruun Urt,,,,0
XEN,,China,Xingcheng Air Base,,Chine,,0
ZMH,108 Mile Ranch,Canada,South Cariboo Region / 108 Mile,,,,0
AID,ANDERSON,United States,Anderson Municipal Darlington Field,,États-Unis,USA US Etats Unis,0
AAH,Aachen,Germany,Aachen-Merzbrück,,Allemagne,,0
ABF,Abaiang Atoll,Kiribati,Abaiang,,,,0
XAB,Abbeville,France,Abbeville,,,,0
AEH,Abeche,Chad,Abeche,,,,0
AEA,Abemama,Kiribati,Abemama Atoll,,,,0
APG,Aberdeen,United States,Phillips Army Air Field,,États-Unis,USA US Etats Unis,0
DYS,Abilene,United States,Dyess Air Force Base,,États-Unis,USA US Etats Unis,0
DHF,Abu Dhabi,United Arab Emirates,Al Dhafra Air Base,,Émirats arabes unis,,0
AEU,Abumusa I.,Iran,Abu Musa Island,,,,0
ACD,Acandi,Colombia,Alcides Fernández,,Colombie,,0
AGV,Acarigua,Venezuela,Oswaldo Guevara Mujica,,,,0
ACS,Achinsk,Russia,Achinsk,,Russie,,0
ADT,Ada,United States,Ada Regional,,États-Unis,USA US Etats Unis,0
AIP,Adampur,India,Adampur,,Inde,,0
UAB,Adana,Turkey,İncirlik Air Base,,Turquie,,0
ADS,Addison,United States,Addison,,États-Unis,USA US Etats Unis,0
AFT,Afutara,Solomon Islands,Afutara Aerodrome,,,,0
AFY,Afyon,Turkey,Afyon,,Turquie,,0
AJY,Agadez,Niger,Mano Dayak,,,,0
AGZ,Aggeneys,South Africa,Aggeneys,,Afrique du Sud,,0
AKW,Aghajari,Iran,Aghajari,,,,0
AGQ,Agrinion,Greece,Agrinion Air Base,,Grèce,,0
AGJ,Aguni,Japan,Aguni,,Japon,,0
XIJ,Ahmed Al Jaber AB,Kuwait,Ahmed Al Jaber Air Base,,,,0
AHS,Ahuas,Honduras,Ahuas,,,,0
AIK,Aiken,United States,Aiken Regional,,États-Unis,USA US Etats Unis,0
AEO,Aioun El Atrouss,Mauritania,Aioun el Atrouss,,,,0
WSY,Airlie Beach,Australia,Whitsunday Island,,Australie,,0
MFX,Ajaccio,France,Méribel Altiport,,,,0
KQH,Ajmer,India,Kishangarh,,Inde,,0
LAK,Aklavik,Canada,Aklavik/Freddie Carmichael,,,,0
AKD,Akola,India,Akola,,Inde,,0
AKC,Akron,United States,Akron Fulton,,États-Unis,USA US Etats Unis,0
AKO,Akron,United States,Colorado Plains Regional,,États-Unis,USA US Etats Unis,0
AKT,Akrotiri,Cyprus,RAF Akrotiri,,,,0
AKR,Akure,Nigeria,Akure,,,,0
IQA,Al Asad,Iraq,Al Asad Air Base,,,,0
XQC,Al Bakr,Iraq,Joint Base Balad,,,,0
AKH,Al Kharj,Saudi Arabia,Prince Sultan Air Base,,Arabie saoudite,,0
MNH,Al Masna'ah,Oman,Rustaq,,,,0
TQD,Al Taqaddum,Iraq,Al Taqaddum Air Base,,,,0
NGZ,Alameda,United States,Alameda Naval Air Station,,États-Unis,USA US Etats Unis,0
HMN,Alamogordo,United States,Holloman Air Force Base,,États-Unis,USA US Etats Unis,0
ALM,Alamogordo,United States,Alamogordo White Sands Regional,,États-Unis,USA US Etats Unis,0
ABC,Albacete,Spain,Albacete-Los Llanos,,Espagne,,0
ALL,Albenga,Italy,Villanova D'Albenga,,Italie,,0
BYF,Albert,France,Albert-Bray,,,,0
LBI,Albi,France,Albi-Le Séquestre,,,,0
ABN,Albina,Suriname,Albina,,,,0
ADH,Aldan,Russia,Aldan,,Russie,,0
WKK,Aleknagik,United States,Aleknagik / New,,États-Unis,USA US Etats Unis,0
ALP,Aleppo,Syria,Aleppo,,,,0
YLT,Alert,Canada,Alert,,,,0
YAL,Alert Bay,Canada,Alert Bay,,,,0
ALJ,Alexander Bay,South Africa,Alexander Bay,,Afrique du Sud,,0
ALX,Alexander City,United States,Thomas C Russell Field,,États-Unis,USA US Etats Unis,0
ALR,Alexandra,New Zealand,Alexandra,,Nouvelle-Zélande,,0
ALY,Alexandria,Egypt,El Nouzha,,Égypte,,0
ESF,Alexandria,United States,Esler Regional,,États-Unis,USA US Etats Unis,0
AXN,Alexandria,United States,Chandler Field,,États-Unis,USA US Etats Unis,0
AEI,Algeciras,Spain,Algeciras Heliport,,Espagne,,0
ALI,Alice,United States,Alice,,États-Unis,USA US Etats Unis,0
ADY,Alldays,South Africa,Alldays,,Afrique du Sud,,0
YTF,Alma,Canada,Alma,,,,0
IXV,Along,India,Along,,Inde,,0
ARD,Alor Island,Indonesia,Mali,,Indonésie,,0
ABH,Alpha,Australia,Alpha,,Australie,,0
ALE,Alpine,United States,Alpine Casparis Municipal,,États-Unis,USA US Etats Unis,0
AOC,Altenburg,Germany,Altenburg-Nobitz,,Allemagne,,0
ARR,Alto Rio Senguer,Argentina,D. Casimiro Szlapelis,,Argentine,,0
ALN,Alton/St Louis,United States,St Louis Regional,,États-Unis,USA US Etats Unis,0
LTS,Altus,United States,Altus Air Force Base,,États-Unis,USA US Etats Unis,0
ALU,Alula,Somalia,Alula,,,,0
AVR,Alverca,Portugal,Alverca Air Base,,Portugal,,0
AXF,Alxa Left Banner,China,Alxa Left Banner Bayanhot,,Chine,,0
RHT,Alxa Right Banner,China,Alxa Right Banner Badanjilin,,Chine,,0
AMC,Am Timan,Chad,Am Timan,,,,0
AXJ,Amakusa,Japan,Amakusa,,Japon,,0
AMT,Amata,Australia,Amata,,Australie,,0
ATF,Ambato,Ecuador,Chachoán,,,,0
WAM,Ambatondrazaka,Madagascar,Ambatondrazaka,,,,0
AMB,Ambilobe,Madagascar,Ambilobe,,,,0
AMV,Amderma,Russia,Amderma,,Russie,,0
ADJ,Amman,Jordan,Amman-Marka,,,,0
YEY,Amos,Canada,Amos/Magny,,,,0
IVA,Ampampamena,Madagascar,Ampampamena,,,,0
AAA,Anaa,French Polynesia,Anaa,,,,0
AAO,Anaco,Venezuela,Anaco,,,,0
HVA,Analalava,Madagascar,Analalava,,,,0
MWK,Anambas Islands,Indonesia,Tarempa,,Indonésie,,0
MRI,Anchorage,United States,Merrill Field,,États-Unis,USA US Etats Unis,0
EDF,Anchorage,United States,Elmendorf Air Force Base,,États-Unis,USA US Etats Unis,0
ZWA,Andapa,Madagascar,Andapa,,,,0
UAM,Andersen,Guam,Andersen Air Force Base,,,,0
AND,Andersen,United States,Anderson Regional,,États-Unis,USA US Etats Unis,0
AOP,Andoas,Peru,Alferez FAP Alfredo Vladimir Sara Bauer,,Pérou,,0
PYR,Andravida,Greece,Andravida Air Base,,Grèce,,0
COX,Andros,Bahamas,Congo Town,,Bahamas,,0
ASD,Andros Town,Bahamas,Andros Town,,Bahamas,,0
NGD,Anegada,British Virgin Islands,Captain Auguste George,,,,0
NFO,"Angaha, Niuafo'ou Island",Tonga,Mata'aho,,,,0
ANE,Angers/Marcé,France,Angers-Loire,,,,0
LJN,Angleton,United States,Texas Gulf Coast Regional,,États-Unis,USA US Etats Unis,0
ANQ,Angola,United States,Tri State Steuben County,,États-Unis,USA US Etats Unis,0
AJN,Anjouan,Comoros,Ouani,,,,0
AKA,Ankang,China,Ankang Wulipu,,Chine,,0
ANK,Ankara,Turkey,Etimesgut Air Base,,Turquie,,0
JVA,Ankavandra,Madagascar,Ankavandra,,,,0
VBA,Ann,Burma,Ann,,,,0
ARB,Ann Arbor,United States,Ann Arbor Municipal,,États-Unis,USA US Etats Unis,0
NAI,Annai,Guyana,Annai,,,,0
ANP,Annapolis,United States,Lee,,États-Unis,USA US Etats Unis,0
NCY,Annecy,France,Annecy-Haute-Savoie-Mont Blanc,,,,0
QNJ,Annemasse,France,Annemasse,,,,0
ANN,Annette Island,United States,Annette Island,,États-Unis,USA US Etats Unis,0
ANB,Anniston,United States,Anniston Regional,,États-Unis,USA US Etats Unis,0
WAQ,Antsalova,Madagascar,Antsalova,,,,0
ATJ,Antsirabe,Madagascar,Antsirabe,,,,0
WAI,Antsohihy,Madagascar,Ambalabe,,,,0
ACJ,Anuradhapura,Sri Lanka,Anuradhapura Air Force Base,,,,0
AOT,Aosta,Italy,Aosta,,Italie,,0
AAF,Apalachicola,United States,Apalachicola Regional,,États-Unis,USA US Etats Unis,0
APK,Apataki,French Polynesia,Apataki,,,,0
FGI,Apia,Samoa,Fagali'i,,,,0
API,Apiay,Colombia,Gomez Nino Apiay Air Base,,Colombie,,0
AJK,Arak,Iran,Arak,,,,0
ADI,Arandis,Namibia,Arandis,,,,0
APQ,Arapiraca,Brazil,Arapiraca,,Brésil,,0
ASS,Arathusa,South Africa,Arathusa Safari Lodge,,Afrique du Sud,,0
AMZ,Ardmore,New Zealand,Ardmore,,Nouvelle-Zélande,,0
ADM,Ardmore,United States,Ardmore Municipal,,États-Unis,USA US Etats Unis,0
ARE,Arecibo,Puerto Rico,Antonio Nery Juarbe Pol,,,,0
GYL,Argyle,Australia,Argyle,,Australie,,0
AIR,Aripuana,Brazil,Aripuanã,,Brésil,,0
AYK,Arkalyk,Kazakhstan,Arkalyk North,,,,0
LDG,Arkhangelsk,Russia,Leshukonskoye,,Russie,,0
YYW,Armstrong,Canada,Armstrong,,,,0
AIS,Arorae,Kiribati,Arorae Island,,,,0
ATI,Artigas,Uruguay,Artigas,,,,0
AVK,Arvaikheer,Mongolia,Arvaikheer,,,,0
ASA,Assab,Eritrea,Assab,,,,0
AST,Astoria,United States,Astoria Regional,,États-Unis,USA US Etats Unis,0
ATR,Atar,Mauritania,Atar,,,,0
ATB,Atbara,Sudan,Atbara,,,,0
HEW,Athens,Greece,Athen Helenikon,Athènes,Grèce,,0
ATO,Athens,United States,Ohio University Snyder Field,Athènes,États-Unis,USA US Etats Unis,0
MMI,Athens,United States,McMinn County,Athènes,États-Unis,USA US Etats Unis,0
YIB,Atikokan,Canada,Atikokan Municipal,,,,0
FTY,Atlanta,United States,Fulton County Brown Field,,États-Unis,USA US Etats Unis,0
PDK,Atlanta,United States,DeKalb Peachtree,,États-Unis,USA US Etats Unis,0
NJA,Atsugi,Japan,Atsugi Naval Air Facility,,Japon,,0
AOU,Attopeu,Laos,Attopeu,,,,0
QGQ,Attu,Greenland,Attu Heliport,,,,0
OBS,Aubenas-vals-lanas,France,Aubenas-Ardèche Méridional,,,,0
AUO,Auburn,United States,Auburn University Regional,,États-Unis,USA US Etats Unis,0
DNL,Augusta,United States,Daniel Field,,États-Unis,USA US Etats Unis,0
AKS,Auki,Solomon Islands,Gwaunaru'u,,,,0
AUF,Auxerre,France,Auxerre-Branches,,,,0
AVB,Aviano,Italy,Aviano Air Base,,Italie,,0
AVO,Avon Park,United States,Avon Park Executive,,États-Unis,USA US Etats Unis,0
AWA,Awasa,Ethiopia,Awassa,,,,0
AYW,Ayawasi,Indonesia,Ayawasi,,Indonésie,,0
AYO,Ayolas,Paraguay,Juan De Ayolas,,,,0
BNU,BLUMENAU,Brazil,Blumenau,,Brésil,,0
BCM,Bacau,Romania,Bacău,,Roumanie,,0
BCO,Baco,Ethiopia,Baco,,,,0
BDD,Badu Island,Australia,Badu Island,,Australie,,0
BFX,Bafoussam,Cameroon,Bafoussam,,,,0
BPE,Bagan,Burma,Qinhuangdao Beidaihe,,,,0
BGX,Bage,Brazil,Comandante Gustavo Kraemer,,Brésil,,0
BGL,Baglung,Nepal,Baglung,,,,0
BAG,Baguio,Philippines,Loakan,,Philippines,,0
DBC,Baicheng,China,Baicheng Chang'an,,Chine,,0
BIB,Baidoa,Somalia,Baidoa,,,,0
BXY,Baikonur,Kazakhstan,Krainiy,,,,0
VMU,Baimuru,Papua New Guinea,Baimuru,,,,0
BGE,Bainbridge,United States,Decatur County Industrial Air Park,,États-Unis,USA US Etats Unis,0
BSJ,Bairnsdale,Australia,Bairnsdale,,Australie,,0
BJW,Bajawa,Indonesia,Bajawa Soa,,Indonésie,,0
BJH,Bajhang,Nepal,Bajhang,,,,0
BJU,Bajura,Nepal,Bajura,,,,0
BXE,Bakel,Senegal,Bakel,,Sénégal,,0
BKE,Baker City,United States,Baker City Municipal,,États-Unis,USA US Etats Unis,0
ZXT,Baku,Azerbaijan,Zabrat,,,,0
BWO,Balakovo,Russia,Balakovo,,Russie,,0
BQA,Baler,Philippines,Dr.Juan C. Angara,,Philippines,,0
BZI,Balikesir,Turkey,Balıkesir Merkez,,Turquie,,0
OPU,Balimo,Papua New Guinea,Balimo,,,,0
BXH,Balkhash,Kazakhstan,Balkhash,,,,0
BAS,Ballalae,Solomon Islands,Ballalae,,,,0
BBL,Ballera,Australia,Ballera,,Australie,,0
MTN,Baltimore,United States,Martin State,,États-Unis,USA US Etats Unis,0
BMR,Baltrum,Germany,Baltrum,,Allemagne,,0
BPC,Bamenda,Cameroon,Bamenda,,,,0
BIN,Bamyan,Afghanistan,Bamiyan,,,,0
HDR,Bandar Abbas,Iran,Havadarya,,,,0
BDM,Bandirma,Turkey,Bandırma,,Turquie,,0
FDU,Bandoundu,Congo (Kinshasa),Bandundu,,,,0
YBA,Banff,Canada,Banff,,,,0
BMO,Banmaw,Burma,Banmaw,,,,0
BNG,Banning,United States,Banning Municipal,,États-Unis,USA US Etats Unis,0
BNP,Bannu,Pakistan,Bannu,,,,0
BYT,Bantry,Ireland,Bantry Aerodrome,,Irlande,,0
BWX,Banyuwangi,Indonesia,Blimbingsari,,Indonésie,,0
BCA,Baracoa Playa,Cuba,Gustavo Rizo,,Cuba,,0
UPB,Baracoa Playa,Cuba,Playa Baracoa,,Cuba,,0
BRX,Barahona,Dominican Republic,Maria Montez,,République dominicaine,,0
BEK,Bareilly,India,Bareilly Air Force Station,,Inde,,0
BYP,Barimunya,Australia,Barimunya,,Australie,,0
BKH,Barking Sands,United States,Barking Sands,,États-Unis,USA US Etats Unis,0
BPG,Barra Do Garcas,Brazil,Barra do Garças,,Brésil,,0
BAT,Barretos,Brazil,Chafei Amsei,,Brésil,,0
YLK,Barrie-Orillia,Canada,Barrie-Orillia (Lake Simcoe Regional),,,,0
BWF,Barrow Island,United Kingdom,Barrow Walney Island,,Royaume-Uni,Angleterre GB Grande-Bretagne,0
BWB,Barrow Island,Australia,Barrow Island,,Australie,,0
BBH,Barth,Germany,Barth,,Allemagne,,0
GFO,Bartica,Guyana,Bartica A,,,,0
BOW,Bartow,United States,Bartow Municipal,,États-Unis,USA US Etats Unis,0
HLJ,Barysiai,Lithuania,Barysiai,,,,0
BSU,Basankusu,Congo (Kinshasa),Basankusu,,,,0
BBR,Basse Terre,Guadeloupe,Baillif,,Guadeloupe,,0
BQJ,Batagay,Russia,Batagay,,Russie,,0
BJY,Batajnica,Serbia,Batajnica Air Base,,Serbie,,0
BRT,Bathurst Island,Australia,Bathurst Island,,Australie,,0
BBM,Battambang,Cambodia,Battambang,,,,0
BTL,Battle Creek,United States,W K Kellogg,,États-Unis,USA US Etats Unis,0
BTW,Batu Licin,Indonesia,Batu Licin,,Indonésie,,0
BPF,Batuna,Solomon Islands,Batuna Aerodrome,,,,0
BCH,Baucau,East Timor,Cakung,,,,0
BCU,Bauchi,Nigeria,Sir Abubakar Tafawa Balewa,,,,0
BDE,Baudette,United States,Baudette,,États-Unis,USA US Etats Unis,0
BAU,Bauru,Brazil,Bauru,,Brésil,,0
BBC,Bay City,United States,Bay City Municipal,,États-Unis,USA US Etats Unis,0
BYM,Bayamo,Cuba,Carlos Manuel de Cespedes,,Cuba,,0
BYU,Bayreuth,Germany,Bayreuth,,Allemagne,,0
BFT,Beaufort,United States,Beaufort County,,États-Unis,USA US Etats Unis,0
BMT,Beaumont,United States,Beaumont Municipal,,États-Unis,USA US Etats Unis,0
YXQ,Beaver Creek,Canada,Beaver Creek,,,,0
BFP,Beaver Falls,United States,Beaver County,,États-Unis,USA US Etats Unis,0
BED,Bedford,United States,Laurence G Hanscom Field,,États-Unis,USA US Etats Unis,0
YBW,Bedwell Harbour,Canada,Bedwell Harbour Seaplane Base,,,,0
BEV,Beer-sheba,Israel,Beersheba (Teyman),,Israël,,0
BEI,Beica,Ethiopia,Beica,,,,0
BHN,Beihan,Yemen,Beihan,,,,0
PKX,Beijing,China,Beijing Daxing,Pékin,Chine,,0
BYJ,Beja (madeira),Portugal,Beja / Airbase,,Portugal,,0
OVA,Bekily,Madagascar,Bekily,,,,0
BLG,Belaga,Malaysia,Belaga,,,,0
BOR,Belfort,France,Fontaine,,,,0
BEP,Bellary,India,Bellary,,Inde,,0
BMD,Belo sur Tsiribihina,Madagascar,Belo sur Tsiribihina,,,,0
BBP,Bembridge,United Kingdom,Bembridge,,Royaume-Uni,Angleterre GB Grande-Bretagne,0
GMD,Ben Slimane,Morocco,Ben Slimane,,Maroc,,0
BXG,Bendigo,Australia,Bendigo,,Australie,,0
BFU,Bengbu,China,Bengbu,,Chine,,0
BUG,Benguela,Angola,Benguela,,,,0
BEM,Beni Mellal,Morocco,Beni Mellal,,Maroc,,0
BEX,Benson,United Kingdom,RAF Benson,,Royaume-Uni,Angleterre GB Grande-Bretagne,0
BQU,Bequia,Saint Vincent and the Grenadines,J F Mitchell,,,,0
BBT,Berberati,Central African Republic,Berbérati,,,,0
ERD,Berdyansk,Ukraine,Berdyansk,,Ukraine,,0
